# Date: 2014-10-3
# Start Time: 12:31:22.386
# dB Attenuation: -9.800000e+000
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,stimulus_label,response_label,stimulus,trialdur
"1790","label",4.000000,"2014-10-03","12:31:22.449",1.000000,1.000000,3.000000,7.000000,4.290690
"1790","label",4.000000,"2014-10-03","12:31:26.855",2.000000,2.000000,2.000000,25.000000,3.543267
"1790","label",4.000000,"2014-10-03","12:31:30.495",3.000000,1.000000,2.000000,4.000000,2.455837
"1790","label",4.000000,"2014-10-03","12:31:33.027",4.000000,3.000000,1.000000,40.000000,3.032907
"1790","label",4.000000,"2014-10-03","12:31:36.136",5.000000,1.000000,4.000000,6.000000,3.391570
"1790","label",4.000000,"2014-10-03","12:31:39.604",6.000000,3.000000,2.000000,53.000000,3.684961
"1790","label",4.000000,"2014-10-03","12:31:43.370",7.000000,2.000000,2.000000,29.000000,3.626066
"1790","label",4.000000,"2014-10-03","12:31:47.089",8.000000,1.000000,2.000000,2.000000,2.571683
"1790","label",4.000000,"2014-10-03","12:31:49.745",9.000000,2.000000,3.000000,32.000000,2.795173
"1790","label",4.000000,"2014-10-03","12:31:52.620",10.000000,3.000000,3.000000,44.000000,2.877008
"1790","label",4.000000,"2014-10-03","12:31:55.588",11.000000,4.000000,4.000000,69.000000,4.619443
"1790","label",4.000000,"2014-10-03","12:32:0.307",12.000000,3.000000,4.000000,53.000000,3.615572
"1790","label",4.000000,"2014-10-03","12:32:3.994",13.000000,3.000000,3.000000,56.000000,2.831301
"1790","label",4.000000,"2014-10-03","12:32:6.916",14.000000,1.000000,3.000000,11.000000,2.913540
"1790","label",4.000000,"2014-10-03","12:32:9.900",15.000000,4.000000,2.000000,70.000000,2.900465
"1790","label",4.000000,"2014-10-03","12:32:12.885",16.000000,4.000000,3.000000,60.000000,2.463061
"1790","label",4.000000,"2014-10-03","12:32:15.431",17.000000,2.000000,3.000000,23.000000,2.477460
"1790","label",4.000000,"2014-10-03","12:32:17.994",18.000000,4.000000,2.000000,68.000000,3.525612
"1790","label",4.000000,"2014-10-03","12:32:21.587",19.000000,4.000000,3.000000,61.000000,5.049788
"1790","label",4.000000,"2014-10-03","12:32:26.712",20.000000,2.000000,3.000000,29.000000,4.764253
"1790","label",4.000000,"2014-10-03","12:32:31.556",21.000000,1.000000,2.000000,14.000000,3.210481
"1790","label",4.000000,"2014-10-03","12:32:34.853",22.000000,1.000000,2.000000,1.000000,4.311681
"1790","label",4.000000,"2014-10-03","12:32:39.243",23.000000,3.000000,3.000000,48.000000,2.630421
"1790","label",4.000000,"2014-10-03","12:32:41.946",24.000000,4.000000,2.000000,62.000000,2.715714
"1790","label",4.000000,"2014-10-03","12:32:44.743",25.000000,1.000000,2.000000,4.000000,2.984811
"1790","label",4.000000,"2014-10-03","12:32:47.805",26.000000,2.000000,1.000000,22.000000,2.397967
"1790","label",4.000000,"2014-10-03","12:32:50.274",27.000000,2.000000,3.000000,32.000000,2.571402
"1790","label",4.000000,"2014-10-03","12:32:52.930",28.000000,4.000000,2.000000,66.000000,2.646316
"1790","label",4.000000,"2014-10-03","12:32:55.665",29.000000,3.000000,2.000000,52.000000,3.209105
"1790","label",4.000000,"2014-10-03","12:32:58.977",30.000000,2.000000,1.000000,29.000000,3.006653
