# Date: 2013-8-7
# Start Time: 15:59:50.504
# dB Attenuation: -1.780000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,signal_interval,response_interval,signal,standard,trialdur
"1621","4th",8.000000,"2013-08-07","16:0:6.629",1.000000,2.000000,2.000000,34.000000,65.000000,15.420587
"1621","4th",8.000000,"2013-08-07","16:0:22.129",2.000000,1.000000,1.000000,30.000000,2.000000,5.519969
"1621","4th",8.000000,"2013-08-07","16:0:27.691",3.000000,1.000000,1.000000,23.000000,56.000000,8.055277
"1621","4th",8.000000,"2013-08-07","16:0:35.785",4.000000,1.000000,2.000000,22.000000,14.000000,11.371499
"1621","4th",8.000000,"2013-08-07","16:0:47.191",5.000000,2.000000,1.000000,24.000000,66.000000,4.645439
"1621","4th",8.000000,"2013-08-07","16:0:51.879",6.000000,1.000000,2.000000,36.000000,60.000000,6.331829
"1621","4th",8.000000,"2013-08-07","16:0:58.238",7.000000,2.000000,1.000000,28.000000,50.000000,4.115126
"1621","4th",8.000000,"2013-08-07","16:1:2.394",8.000000,1.000000,1.000000,38.000000,3.000000,4.516017
"1621","4th",8.000000,"2013-08-07","16:1:6.941",9.000000,1.000000,1.000000,27.000000,71.000000,47.448585
"1621","4th",8.000000,"2013-08-07","16:1:54.425",10.000000,1.000000,2.000000,38.000000,44.000000,17.579901
"1621","4th",8.000000,"2013-08-07","16:2:12.050",11.000000,2.000000,1.000000,39.000000,71.000000,11.148028
"1621","4th",8.000000,"2013-08-07","16:2:23.222",12.000000,2.000000,2.000000,30.000000,62.000000,5.416623
"1621","4th",8.000000,"2013-08-07","16:2:28.675",13.000000,1.000000,2.000000,36.000000,1.000000,5.315942
"1621","4th",8.000000,"2013-08-07","16:2:34.019",14.000000,2.000000,2.000000,26.000000,68.000000,9.599422
"1621","4th",8.000000,"2013-08-07","16:2:43.659",15.000000,2.000000,1.000000,39.000000,42.000000,6.165436
"1621","4th",8.000000,"2013-08-07","16:2:49.862",16.000000,2.000000,1.000000,26.000000,41.000000,9.465972
"1621","4th",8.000000,"2013-08-07","16:2:59.362",17.000000,1.000000,1.000000,32.000000,61.000000,5.046744
"1621","4th",8.000000,"2013-08-07","16:3:4.565",18.000000,2.000000,2.000000,27.000000,41.000000,4.059384
"1621","4th",8.000000,"2013-08-07","16:3:8.659",19.000000,1.000000,1.000000,25.000000,16.000000,4.615689
"1621","4th",8.000000,"2013-08-07","16:3:13.315",20.000000,1.000000,2.000000,29.000000,2.000000,5.234494
"1621","4th",8.000000,"2013-08-07","16:3:18.581",21.000000,1.000000,1.000000,24.000000,7.000000,4.733081
"1621","4th",8.000000,"2013-08-07","16:3:23.347",22.000000,1.000000,2.000000,28.000000,40.000000,4.201887
"1621","4th",8.000000,"2013-08-07","16:3:27.581",23.000000,1.000000,1.000000,22.000000,55.000000,4.233931
"1621","4th",8.000000,"2013-08-07","16:3:31.846",24.000000,2.000000,2.000000,32.000000,46.000000,4.635061
"1621","4th",8.000000,"2013-08-07","16:3:36.503",25.000000,2.000000,2.000000,35.000000,70.000000,4.031947
"1621","4th",8.000000,"2013-08-07","16:3:40.612",26.000000,1.000000,1.000000,33.000000,8.000000,4.178967
"1621","4th",8.000000,"2013-08-07","16:3:44.831",27.000000,2.000000,1.000000,23.000000,42.000000,5.080257
"1621","4th",8.000000,"2013-08-07","16:3:49.940",28.000000,2.000000,2.000000,21.000000,70.000000,4.118368
"1621","4th",8.000000,"2013-08-07","16:3:54.096",29.000000,1.000000,1.000000,36.000000,9.000000,4.225955
"1621","4th",8.000000,"2013-08-07","16:3:58.362",30.000000,2.000000,2.000000,34.000000,7.000000,4.785038
