# Date: 2014-2-24
# Start Time: 14:12:44.789
# dB Attenuation: -1.010000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,signal_interval,response_interval,signal,standard,trialdur
"1674","4th_fam",2.000000,"2014-02-24","14:12:51.957",1.000000,2.000000,1.000000,37.000000,52.000000,4.021440
"1674","4th_fam",2.000000,"2014-02-24","14:12:56.096",2.000000,1.000000,2.000000,25.000000,50.000000,8.569518
"1674","4th_fam",2.000000,"2014-02-24","14:13:4.732",3.000000,2.000000,2.000000,33.000000,66.000000,4.005474
"1674","4th_fam",2.000000,"2014-02-24","14:13:8.824",4.000000,2.000000,1.000000,38.000000,20.000000,3.887857
"1674","4th_fam",2.000000,"2014-02-24","14:13:12.791",5.000000,2.000000,1.000000,31.000000,55.000000,4.820056
"1674","4th_fam",2.000000,"2014-02-24","14:13:17.679",6.000000,2.000000,1.000000,21.000000,3.000000,3.940976
"1674","4th_fam",2.000000,"2014-02-24","14:13:21.693",7.000000,1.000000,2.000000,30.000000,54.000000,3.872690
"1674","4th_fam",2.000000,"2014-02-24","14:13:25.644",8.000000,1.000000,1.000000,31.000000,66.000000,3.906034
"1674","4th_fam",2.000000,"2014-02-24","14:13:29.627",9.000000,1.000000,1.000000,33.000000,8.000000,3.903718
"1674","4th_fam",2.000000,"2014-02-24","14:13:33.609",10.000000,1.000000,1.000000,29.000000,4.000000,4.103381
"1674","4th_fam",2.000000,"2014-02-24","14:13:37.794",11.000000,1.000000,1.000000,24.000000,59.000000,4.554942
"1674","4th_fam",2.000000,"2014-02-24","14:13:42.433",12.000000,1.000000,1.000000,21.000000,13.000000,3.847064
"1674","4th_fam",2.000000,"2014-02-24","14:13:46.355",13.000000,1.000000,1.000000,31.000000,15.000000,3.814557
"1674","4th_fam",2.000000,"2014-02-24","14:13:50.245",14.000000,1.000000,1.000000,30.000000,63.000000,3.789066
"1674","4th_fam",2.000000,"2014-02-24","14:13:54.119",15.000000,2.000000,1.000000,29.000000,54.000000,3.862822
"1674","4th_fam",2.000000,"2014-02-24","14:13:58.071",16.000000,2.000000,2.000000,25.000000,5.000000,4.303350
"1674","4th_fam",2.000000,"2014-02-24","14:14:2.461",17.000000,1.000000,1.000000,33.000000,63.000000,4.080530
"1674","4th_fam",2.000000,"2014-02-24","14:14:6.617",18.000000,1.000000,1.000000,39.000000,2.000000,3.917164
"1674","4th_fam",2.000000,"2014-02-24","14:14:10.616",19.000000,2.000000,1.000000,23.000000,5.000000,3.766919
"1674","4th_fam",2.000000,"2014-02-24","14:14:14.459",20.000000,2.000000,2.000000,32.000000,57.000000,3.936363
"1674","4th_fam",2.000000,"2014-02-24","14:14:18.474",21.000000,1.000000,2.000000,35.000000,68.000000,3.685679
"1674","4th_fam",2.000000,"2014-02-24","14:14:22.239",22.000000,2.000000,1.000000,37.000000,55.000000,3.886624
"1674","4th_fam",2.000000,"2014-02-24","14:14:26.223",23.000000,2.000000,2.000000,36.000000,52.000000,3.681917
"1674","4th_fam",2.000000,"2014-02-24","14:14:29.972",24.000000,1.000000,2.000000,24.000000,62.000000,3.903942
"1674","4th_fam",2.000000,"2014-02-24","14:14:33.956",25.000000,1.000000,1.000000,21.000000,71.000000,3.870276
"1674","4th_fam",2.000000,"2014-02-24","14:14:37.908",26.000000,1.000000,1.000000,27.000000,61.000000,4.085613
"1674","4th_fam",2.000000,"2014-02-24","14:14:42.079",27.000000,2.000000,1.000000,33.000000,40.000000,4.050017
"1674","4th_fam",2.000000,"2014-02-24","14:14:46.204",28.000000,1.000000,1.000000,31.000000,54.000000,3.917900
"1674","4th_fam",2.000000,"2014-02-24","14:14:50.219",29.000000,1.000000,2.000000,29.000000,2.000000,3.832909
"1674","4th_fam",2.000000,"2014-02-24","14:14:54.124",30.000000,2.000000,1.000000,33.000000,45.000000,3.866522
