# Date: 2013-8-28
# Start Time: 16:4:47.641
# dB Attenuation: -1.780000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,signal_interval,response_interval,signal,standard,trialdur
"1627","4th",1.000000,"2013-08-28","16:4:56.579",1.000000,2.000000,2.000000,36.000000,44.000000,3.843713
"1627","4th",1.000000,"2013-08-28","16:5:0.501",2.000000,2.000000,2.000000,31.000000,65.000000,5.598781
"1627","4th",1.000000,"2013-08-28","16:5:6.141",3.000000,1.000000,1.000000,25.000000,61.000000,4.508932
"1627","4th",1.000000,"2013-08-28","16:5:10.688",4.000000,1.000000,1.000000,38.000000,67.000000,3.906821
"1627","4th",1.000000,"2013-08-28","16:5:14.641",5.000000,2.000000,2.000000,32.000000,49.000000,4.397606
"1627","4th",1.000000,"2013-08-28","16:5:19.063",6.000000,2.000000,2.000000,30.000000,52.000000,4.050170
"1627","4th",1.000000,"2013-08-28","16:5:23.157",7.000000,1.000000,1.000000,39.000000,5.000000,5.363868
"1627","4th",1.000000,"2013-08-28","16:5:28.548",8.000000,1.000000,1.000000,22.000000,2.000000,4.717314
"1627","4th",1.000000,"2013-08-28","16:5:33.298",9.000000,2.000000,1.000000,30.000000,62.000000,4.014193
"1627","4th",1.000000,"2013-08-28","16:5:37.345",10.000000,2.000000,1.000000,33.000000,53.000000,4.150311
"1627","4th",1.000000,"2013-08-28","16:5:41.532",11.000000,1.000000,2.000000,39.000000,59.000000,4.150163
"1627","4th",1.000000,"2013-08-28","16:5:45.720",12.000000,2.000000,1.000000,33.000000,41.000000,5.313759
"1627","4th",1.000000,"2013-08-28","16:5:51.063",13.000000,1.000000,2.000000,30.000000,69.000000,3.915323
"1627","4th",1.000000,"2013-08-28","16:5:55.016",14.000000,2.000000,1.000000,28.000000,51.000000,4.516559
"1627","4th",1.000000,"2013-08-28","16:5:59.563",15.000000,1.000000,1.000000,31.000000,62.000000,3.867799
"1627","4th",1.000000,"2013-08-28","16:6:3.470",16.000000,1.000000,2.000000,32.000000,6.000000,3.990919
"1627","4th",1.000000,"2013-08-28","16:6:7.501",17.000000,1.000000,1.000000,35.000000,5.000000,5.851812
"1627","4th",1.000000,"2013-08-28","16:6:13.376",18.000000,2.000000,2.000000,33.000000,8.000000,4.349616
"1627","4th",1.000000,"2013-08-28","16:6:17.766",19.000000,2.000000,2.000000,28.000000,51.000000,4.161110
"1627","4th",1.000000,"2013-08-28","16:6:21.970",20.000000,1.000000,2.000000,29.000000,1.000000,4.059536
"1627","4th",1.000000,"2013-08-28","16:6:26.079",21.000000,1.000000,2.000000,28.000000,7.000000,4.260043
"1627","4th",1.000000,"2013-08-28","16:6:30.376",22.000000,2.000000,2.000000,36.000000,63.000000,3.760629
"1627","4th",1.000000,"2013-08-28","16:6:34.173",23.000000,1.000000,1.000000,28.000000,16.000000,4.150976
"1627","4th",1.000000,"2013-08-28","16:6:38.345",24.000000,1.000000,1.000000,36.000000,15.000000,3.982954
"1627","4th",1.000000,"2013-08-28","16:6:42.360",25.000000,2.000000,2.000000,24.000000,17.000000,4.001442
"1627","4th",1.000000,"2013-08-28","16:6:46.391",26.000000,1.000000,1.000000,27.000000,51.000000,3.900876
"1627","4th",1.000000,"2013-08-28","16:6:50.329",27.000000,1.000000,1.000000,37.000000,53.000000,3.984339
"1627","4th",1.000000,"2013-08-28","16:6:54.345",28.000000,2.000000,1.000000,36.000000,71.000000,4.000690
"1627","4th",1.000000,"2013-08-28","16:6:58.376",29.000000,1.000000,1.000000,37.000000,65.000000,3.967876
"1627","4th",1.000000,"2013-08-28","16:7:2.391",30.000000,2.000000,1.000000,24.000000,46.000000,3.913879
