# Date: 2013-7-25
# Start Time: 14:59:46.384
# dB Attenuation: -1.780000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,signal_interval,response_interval,signal,standard,trialdur
"1613","4th_gen",1.000000,"2013-07-25","14:59:54.462",1.000000,1.000000,1.000000,33.000000,13.000000,4.211080
"1613","4th_gen",1.000000,"2013-07-25","14:59:58.728",2.000000,1.000000,1.000000,23.000000,57.000000,4.014138
"1613","4th_gen",1.000000,"2013-07-25","15:0:2.790",3.000000,1.000000,1.000000,25.000000,15.000000,4.158608
"1613","4th_gen",1.000000,"2013-07-25","15:0:6.993",4.000000,2.000000,2.000000,37.000000,68.000000,4.042040
"1613","4th_gen",1.000000,"2013-07-25","15:0:11.072",5.000000,1.000000,1.000000,24.000000,56.000000,4.049699
"1613","4th_gen",1.000000,"2013-07-25","15:0:15.150",6.000000,1.000000,1.000000,38.000000,60.000000,3.958320
"1613","4th_gen",1.000000,"2013-07-25","15:0:19.150",7.000000,1.000000,1.000000,22.000000,50.000000,4.127850
"1613","4th_gen",1.000000,"2013-07-25","15:0:23.322",8.000000,1.000000,1.000000,21.000000,15.000000,3.950078
"1613","4th_gen",1.000000,"2013-07-25","15:0:27.290",9.000000,2.000000,2.000000,33.000000,62.000000,3.717400
"1613","4th_gen",1.000000,"2013-07-25","15:0:31.040",10.000000,2.000000,2.000000,21.000000,55.000000,3.934773
"1613","4th_gen",1.000000,"2013-07-25","15:0:35.009",11.000000,1.000000,1.000000,35.000000,53.000000,4.050070
"1613","4th_gen",1.000000,"2013-07-25","15:0:39.118",12.000000,2.000000,2.000000,32.000000,65.000000,3.918827
"1613","4th_gen",1.000000,"2013-07-25","15:0:43.071",13.000000,1.000000,1.000000,25.000000,60.000000,4.017667
"1613","4th_gen",1.000000,"2013-07-25","15:0:47.118",14.000000,2.000000,2.000000,26.000000,17.000000,3.981437
"1613","4th_gen",1.000000,"2013-07-25","15:0:51.134",15.000000,1.000000,1.000000,21.000000,65.000000,4.015974
"1613","4th_gen",1.000000,"2013-07-25","15:0:55.181",16.000000,1.000000,1.000000,36.000000,20.000000,3.910637
"1613","4th_gen",1.000000,"2013-07-25","15:0:59.134",17.000000,2.000000,2.000000,38.000000,1.000000,3.949712
"1613","4th_gen",1.000000,"2013-07-25","15:1:3.118",18.000000,2.000000,2.000000,35.000000,49.000000,3.848613
"1613","4th_gen",1.000000,"2013-07-25","15:1:6.993",19.000000,1.000000,1.000000,38.000000,66.000000,3.933769
"1613","4th_gen",1.000000,"2013-07-25","15:1:10.962",20.000000,1.000000,1.000000,24.000000,4.000000,4.033358
"1613","4th_gen",1.000000,"2013-07-25","15:1:15.040",21.000000,2.000000,2.000000,22.000000,13.000000,3.879211
"1613","4th_gen",1.000000,"2013-07-25","15:1:18.946",22.000000,2.000000,2.000000,28.000000,8.000000,3.850332
"1613","4th_gen",1.000000,"2013-07-25","15:1:23.477",23.000000,2.000000,2.000000,39.000000,67.000000,3.136604
"1613","4th_gen",1.000000,"2013-07-25","15:1:26.665",24.000000,2.000000,2.000000,34.000000,61.000000,3.816649
"1613","4th_gen",1.000000,"2013-07-25","15:1:30.509",25.000000,2.000000,2.000000,25.000000,6.000000,5.102113
"1613","4th_gen",1.000000,"2013-07-25","15:1:35.649",26.000000,2.000000,2.000000,31.000000,46.000000,3.960258
"1613","4th_gen",1.000000,"2013-07-25","15:1:39.649",27.000000,2.000000,2.000000,35.000000,50.000000,3.851689
"1613","4th_gen",1.000000,"2013-07-25","15:1:43.524",28.000000,1.000000,2.000000,31.000000,48.000000,6.267099
"1613","4th_gen",1.000000,"2013-07-25","15:1:49.837",29.000000,1.000000,1.000000,34.000000,56.000000,4.018645
"1613","4th_gen",1.000000,"2013-07-25","15:1:53.884",30.000000,2.000000,2.000000,39.000000,45.000000,3.934447
