# Date: 2013-8-2
# Start Time: 13:56:29.107
# dB Attenuation: -1.780000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,stimulus_label,response_label,stimulus,trialdur
"1615","label",4.000000,"2013-08-02","13:56:29.404",1.000000,1.000000,3.000000,15.000000,5.093313
"1615","label",4.000000,"2013-08-02","13:56:34.575",2.000000,4.000000,4.000000,59.000000,2.366594
"1615","label",4.000000,"2013-08-02","13:56:37.044",3.000000,2.000000,4.000000,23.000000,2.166902
"1615","label",4.000000,"2013-08-02","13:56:39.247",4.000000,1.000000,2.000000,12.000000,2.478254
"1615","label",4.000000,"2013-08-02","13:56:41.763",5.000000,4.000000,3.000000,61.000000,2.548679
"1615","label",4.000000,"2013-08-02","13:56:44.341",6.000000,1.000000,1.000000,7.000000,2.452252
"1615","label",4.000000,"2013-08-02","13:56:46.825",7.000000,3.000000,1.000000,46.000000,2.236438
"1615","label",4.000000,"2013-08-02","13:56:49.091",8.000000,3.000000,2.000000,47.000000,2.231629
"1615","label",4.000000,"2013-08-02","13:56:51.357",9.000000,4.000000,3.000000,62.000000,2.235336
"1615","label",4.000000,"2013-08-02","13:56:53.622",10.000000,1.000000,4.000000,13.000000,2.752676
"1615","label",4.000000,"2013-08-02","13:56:56.404",11.000000,4.000000,2.000000,59.000000,2.636122
"1615","label",4.000000,"2013-08-02","13:56:59.075",12.000000,2.000000,2.000000,24.000000,2.318716
"1615","label",4.000000,"2013-08-02","13:57:1.419",13.000000,3.000000,3.000000,41.000000,2.503157
"1615","label",4.000000,"2013-08-02","13:57:3.950",14.000000,3.000000,4.000000,46.000000,2.301911
"1615","label",4.000000,"2013-08-02","13:57:6.294",15.000000,2.000000,1.000000,35.000000,2.330836
"1615","label",4.000000,"2013-08-02","13:57:8.654",16.000000,3.000000,3.000000,44.000000,2.369956
"1615","label",4.000000,"2013-08-02","13:57:11.060",17.000000,1.000000,3.000000,15.000000,2.416638
"1615","label",4.000000,"2013-08-02","13:57:13.497",18.000000,4.000000,4.000000,67.000000,2.819020
"1615","label",4.000000,"2013-08-02","13:57:16.357",19.000000,2.000000,4.000000,36.000000,2.635679
"1615","label",4.000000,"2013-08-02","13:57:19.013",20.000000,2.000000,2.000000,35.000000,3.002262
"1615","label",4.000000,"2013-08-02","13:57:22.060",21.000000,1.000000,4.000000,6.000000,2.930921
"1615","label",4.000000,"2013-08-02","13:57:25.013",22.000000,1.000000,1.000000,7.000000,3.050347
"1615","label",4.000000,"2013-08-02","13:57:28.107",23.000000,2.000000,2.000000,30.000000,3.234861
"1615","label",4.000000,"2013-08-02","13:57:31.372",24.000000,3.000000,2.000000,45.000000,2.701212
"1615","label",4.000000,"2013-08-02","13:57:34.107",25.000000,4.000000,3.000000,69.000000,2.501332
"1615","label",4.000000,"2013-08-02","13:57:36.638",26.000000,4.000000,4.000000,68.000000,3.018957
"1615","label",4.000000,"2013-08-02","13:57:39.685",27.000000,2.000000,3.000000,31.000000,3.251128
"1615","label",4.000000,"2013-08-02","13:57:42.966",28.000000,1.000000,3.000000,6.000000,2.718622
"1615","label",4.000000,"2013-08-02","13:57:45.732",29.000000,4.000000,4.000000,66.000000,2.446731
"1615","label",4.000000,"2013-08-02","13:57:48.200",30.000000,2.000000,1.000000,25.000000,3.867945
