# Date: 2013-8-8
# Start Time: 17:53:15.829
# dB Attenuation: -1.780000e+001
# Sample rate: 44100
#
sid,condition,block_index,date,time,trialnum,stimulus_label,response_label,stimulus,trialdur
"1620","label",2.000000,"2013-08-08","17:53:18.642",1.000000,4.000000,2.000000,64.000000,4.946617
"1620","label",2.000000,"2013-08-08","17:53:23.657",2.000000,4.000000,4.000000,68.000000,3.016430
"1620","label",2.000000,"2013-08-08","17:53:26.720",3.000000,1.000000,4.000000,17.000000,2.646113
"1620","label",2.000000,"2013-08-08","17:53:29.407",4.000000,3.000000,3.000000,52.000000,2.928679
"1620","label",2.000000,"2013-08-08","17:53:32.360",5.000000,3.000000,1.000000,55.000000,3.316794
"1620","label",2.000000,"2013-08-08","17:53:35.704",6.000000,1.000000,2.000000,4.000000,3.687049
"1620","label",2.000000,"2013-08-08","17:53:39.423",7.000000,3.000000,2.000000,43.000000,3.052655
"1620","label",2.000000,"2013-08-08","17:53:42.501",8.000000,2.000000,3.000000,37.000000,4.070501
"1620","label",2.000000,"2013-08-08","17:53:46.610",9.000000,2.000000,1.000000,29.000000,2.999559
"1620","label",2.000000,"2013-08-08","17:53:49.642",10.000000,1.000000,1.000000,4.000000,3.186944
"1620","label",2.000000,"2013-08-08","17:53:52.860",11.000000,2.000000,3.000000,34.000000,3.003615
"1620","label",2.000000,"2013-08-08","17:53:55.892",12.000000,2.000000,3.000000,38.000000,2.586449
"1620","label",2.000000,"2013-08-08","17:53:58.501",13.000000,4.000000,2.000000,68.000000,3.170296
"1620","label",2.000000,"2013-08-08","17:54:1.704",14.000000,4.000000,4.000000,69.000000,2.469700
"1620","label",2.000000,"2013-08-08","17:54:4.204",15.000000,4.000000,3.000000,63.000000,2.836661
"1620","label",2.000000,"2013-08-08","17:54:7.079",16.000000,4.000000,2.000000,59.000000,3.203147
"1620","label",2.000000,"2013-08-08","17:54:10.314",17.000000,3.000000,1.000000,49.000000,2.986578
"1620","label",2.000000,"2013-08-08","17:54:13.329",18.000000,3.000000,3.000000,54.000000,3.169643
"1620","label",2.000000,"2013-08-08","17:54:16.532",19.000000,1.000000,4.000000,5.000000,4.303056
"1620","label",2.000000,"2013-08-08","17:54:20.860",20.000000,3.000000,2.000000,51.000000,4.252408
"1620","label",2.000000,"2013-08-08","17:54:25.142",21.000000,4.000000,4.000000,69.000000,2.832174
"1620","label",2.000000,"2013-08-08","17:54:28.017",22.000000,1.000000,2.000000,10.000000,4.485937
"1620","label",2.000000,"2013-08-08","17:54:32.532",23.000000,1.000000,1.000000,9.000000,2.553132
"1620","label",2.000000,"2013-08-08","17:54:35.110",24.000000,2.000000,3.000000,38.000000,3.152902
"1620","label",2.000000,"2013-08-08","17:54:38.298",25.000000,3.000000,1.000000,50.000000,3.569948
"1620","label",2.000000,"2013-08-08","17:54:41.892",26.000000,4.000000,4.000000,69.000000,3.170280
"1620","label",2.000000,"2013-08-08","17:54:45.095",27.000000,1.000000,3.000000,9.000000,4.899231
"1620","label",2.000000,"2013-08-08","17:54:50.032",28.000000,2.000000,1.000000,27.000000,2.635983
"1620","label",2.000000,"2013-08-08","17:54:52.689",29.000000,3.000000,3.000000,46.000000,3.469526
"1620","label",2.000000,"2013-08-08","17:54:56.189",30.000000,1.000000,3.000000,15.000000,3.119638
