"","sid","condition","block_index","date","time","trialnum","stimulus_label","response_label","stimulus","trialdur","regimen","day","correct"
"744","1617","label",1,"2013-08-03","12:59:18.145",24,1,2,4,3.13661,"SA",4,FALSE
"745","1617","label",1,"2013-08-03","12:59:21.301",25,1,2,11,2.968939,"SA",4,FALSE
"746","1617","label",1,"2013-08-03","12:59:24.301",26,4,4,64,2.785527,"SA",4,TRUE
"747","1617","label",1,"2013-08-03","12:59:27.129",27,1,4,20,3.366957,"SA",4,FALSE
"748","1617","label",1,"2013-08-03","12:59:30.520",28,2,2,37,4.720238,"SA",4,TRUE
"749","1617","label",1,"2013-08-03","12:59:35.270",29,4,1,71,3.617542,"SA",4,FALSE
"750","1617","label",1,"2013-08-03","12:59:38.926",30,1,3,13,4.087438,"SA",4,FALSE
"751","1617","label",2,"2013-08-03","12:59:55.067",1,2,2,27,3.642132,"SA",4,TRUE
"752","1617","label",2,"2013-08-03","12:59:58.770",2,1,2,18,2.65359,"SA",4,FALSE
"753","1617","label",2,"2013-08-03","13:0:1.473",3,4,3,64,3.042206,"SA",4,FALSE
"754","1617","label",2,"2013-08-03","13:0:4.551",4,4,1,62,3.512201,"SA",4,FALSE
"755","1617","label",2,"2013-08-03","13:0:8.082",5,1,2,4,2.867647,"SA",4,FALSE
"756","1617","label",2,"2013-08-03","13:0:10.988",6,4,4,71,3.002644,"SA",4,TRUE
"757","1617","label",2,"2013-08-03","13:0:14.020",7,3,4,46,2.802357,"SA",4,FALSE
"758","1617","label",2,"2013-08-03","13:0:16.848",8,3,4,54,2.853035,"SA",4,FALSE
"759","1617","label",2,"2013-08-03","13:0:19.738",9,2,2,32,2.553269,"SA",4,TRUE
"760","1617","label",2,"2013-08-03","13:0:22.317",10,2,2,27,2.753521,"SA",4,TRUE
"761","1617","label",2,"2013-08-03","13:0:25.098",11,2,3,37,3.953474,"SA",4,FALSE
"762","1617","label",2,"2013-08-03","13:0:29.082",12,3,3,53,2.819075,"SA",4,TRUE
"763","1617","label",2,"2013-08-03","13:0:31.942",13,4,4,63,3.934161,"SA",4,TRUE
"764","1617","label",2,"2013-08-03","13:0:35.910",14,3,4,54,4.452816,"SA",4,FALSE
"765","1617","label",2,"2013-08-03","13:0:40.395",15,1,3,18,2.518867,"SA",4,FALSE
"766","1617","label",2,"2013-08-03","13:0:42.942",16,2,2,29,3.536448,"SA",4,TRUE
"767","1617","label",2,"2013-08-03","13:0:46.504",17,4,3,62,4.750738,"SA",4,FALSE
"768","1617","label",2,"2013-08-03","13:0:51.285",18,2,2,32,3.052025,"SA",4,TRUE
"769","1617","label",2,"2013-08-03","13:0:54.363",19,2,4,38,3.620235,"SA",4,FALSE
"770","1617","label",2,"2013-08-03","13:0:58.020",20,4,3,67,2.619363,"SA",4,FALSE
"771","1617","label",2,"2013-08-03","13:1:0.676",21,2,2,27,2.45098,"SA",4,TRUE
"772","1617","label",2,"2013-08-03","13:1:3.160",22,3,3,52,3.419945,"SA",4,TRUE
"773","1617","label",2,"2013-08-03","13:1:6.613",23,4,2,71,3.733984,"SA",4,FALSE
"774","1617","label",2,"2013-08-03","13:1:10.379",24,1,3,11,2.468588,"SA",4,FALSE
"775","1617","label",2,"2013-08-03","13:1:12.863",25,1,2,12,6.269819,"SA",4,FALSE
"776","1617","label",2,"2013-08-03","13:1:19.176",26,3,2,45,8.135268,"SA",4,FALSE
"777","1617","label",2,"2013-08-03","13:1:27.332",27,3,3,41,3.053012,"SA",4,TRUE
"778","1617","label",2,"2013-08-03","13:1:30.426",28,1,1,4,6.066782,"SA",4,TRUE
"779","1617","label",2,"2013-08-03","13:1:36.520",29,1,3,2,4.952757,"SA",4,FALSE
"780","1617","label",2,"2013-08-03","13:1:41.504",30,1,2,11,2.934501,"SA",4,FALSE
"781","1617","label",3,"2013-08-03","13:1:54.645",1,3,3,49,4.199521,"SA",4,TRUE
"782","1617","label",3,"2013-08-03","13:1:58.910",2,4,3,63,3.470964,"SA",4,FALSE
"783","1617","label",3,"2013-08-03","13:2:2.410",3,4,2,70,3.244046,"SA",4,FALSE
"784","1617","label",3,"2013-08-03","13:2:5.692",4,2,3,28,6.343219,"SA",4,FALSE
"785","1617","label",3,"2013-08-03","13:2:12.082",5,3,3,43,3.163583,"SA",4,TRUE
"786","1617","label",3,"2013-08-03","13:2:15.270",6,4,2,65,2.700506,"SA",4,FALSE
"787","1617","label",3,"2013-08-03","13:2:18.004",7,3,2,50,3.770189,"SA",4,FALSE
"788","1617","label",3,"2013-08-03","13:2:21.801",8,3,2,45,3.619452,"SA",4,FALSE
"789","1617","label",3,"2013-08-03","13:2:25.457",9,1,3,17,3.036415,"SA",4,FALSE
"790","1617","label",3,"2013-08-03","13:2:28.520",10,3,4,56,3.769781,"SA",4,FALSE
"791","1617","label",3,"2013-08-03","13:2:32.317",11,4,4,71,5.750878,"SA",4,TRUE
"792","1617","label",3,"2013-08-03","13:2:38.098",12,2,2,23,3.75318,"SA",4,TRUE
"793","1617","label",3,"2013-08-03","13:2:41.895",13,3,4,43,4.035295,"SA",4,FALSE
"794","1617","label",3,"2013-08-03","13:2:45.957",14,2,2,21,2.501374,"SA",4,TRUE
"795","1617","label",3,"2013-08-03","13:2:48.488",15,1,1,13,4.836822,"SA",4,TRUE
"796","1617","label",3,"2013-08-03","13:2:53.348",16,4,3,58,4.317969,"SA",4,FALSE
"797","1617","label",3,"2013-08-03","13:2:57.707",17,2,2,29,4.603334,"SA",4,TRUE
"798","1617","label",3,"2013-08-03","13:3:2.348",18,4,3,70,3.675497,"SA",4,FALSE
"799","1617","label",3,"2013-08-03","13:3:6.051",19,2,3,31,3.136839,"SA",4,FALSE
"800","1617","label",3,"2013-08-03","13:3:9.223",20,1,1,8,3.553564,"SA",4,TRUE
"801","1617","label",3,"2013-08-03","13:3:12.801",21,1,3,4,4.183003,"SA",4,FALSE
"802","1617","label",3,"2013-08-03","13:3:17.020",22,1,1,10,3.868621,"SA",4,TRUE
"803","1617","label",3,"2013-08-03","13:3:20.926",23,2,4,39,3.635993,"SA",4,FALSE
"804","1617","label",3,"2013-08-03","13:3:24.582",24,4,3,58,3.784631,"SA",4,FALSE
"805","1617","label",3,"2013-08-03","13:3:28.410",25,1,3,9,4.469538,"SA",4,FALSE
"806","1617","label",3,"2013-08-03","13:3:32.910",26,2,2,36,3.868565,"SA",4,TRUE
"807","1617","label",3,"2013-08-03","13:3:36.801",27,3,3,40,3.686065,"SA",4,TRUE
"808","1617","label",3,"2013-08-03","13:3:40.520",28,3,3,52,5.402315,"SA",4,TRUE
"809","1617","label",3,"2013-08-03","13:3:45.957",29,4,4,71,5.468282,"SA",4,TRUE
"810","1617","label",3,"2013-08-03","13:3:51.457",30,1,3,6,4.335606,"SA",4,FALSE
"811","1617","label",4,"2013-08-03","13:4:7.707",1,1,3,15,4.314803,"SA",4,FALSE
"812","1617","label",4,"2013-08-03","13:4:12.098",2,4,2,59,3.398114,"SA",4,FALSE
"813","1617","label",4,"2013-08-03","13:4:15.535",3,2,3,23,5.543025,"SA",4,FALSE
"814","1617","label",4,"2013-08-03","13:4:21.113",4,1,1,12,8.493927,"SA",4,TRUE
"815","1617","label",4,"2013-08-03","13:4:29.645",5,4,1,61,6.274095,"SA",4,FALSE
"816","1617","label",4,"2013-08-03","13:4:35.957",6,1,3,7,3.73706,"SA",4,FALSE
"817","1617","label",4,"2013-08-03","13:4:39.723",7,3,3,46,3.003003,"SA",4,TRUE
"818","1617","label",4,"2013-08-03","13:4:42.754",8,3,4,47,5.615255,"SA",4,FALSE
"819","1617","label",4,"2013-08-03","13:4:48.410",9,4,3,62,4.367289,"SA",4,FALSE
"820","1617","label",4,"2013-08-03","13:4:52.801",10,1,2,13,2.936058,"SA",4,FALSE
"821","1617","label",4,"2013-08-03","13:4:55.770",11,4,2,59,2.884321,"SA",4,FALSE
"822","1617","label",4,"2013-08-03","13:4:58.692",12,2,3,24,2.937091,"SA",4,FALSE
"823","1617","label",4,"2013-08-03","13:5:1.660",13,3,2,41,3.552547,"SA",4,FALSE
"824","1617","label",4,"2013-08-03","13:5:5.238",14,3,2,46,3.967126,"SA",4,FALSE
"825","1617","label",4,"2013-08-03","13:5:9.238",15,2,3,35,4.070085,"SA",4,FALSE
"826","1617","label",4,"2013-08-03","13:5:13.332",16,3,3,44,3.750292,"SA",4,TRUE
"827","1617","label",4,"2013-08-03","13:5:17.113",17,1,3,15,4.586811,"SA",4,FALSE
"828","1617","label",4,"2013-08-03","13:5:21.738",18,4,2,67,3.01621,"SA",4,FALSE
"829","1617","label",4,"2013-08-03","13:5:24.785",19,2,4,36,5.286742,"SA",4,FALSE
"830","1617","label",4,"2013-08-03","13:5:30.098",20,2,3,35,3.251766,"SA",4,FALSE
"831","1617","label",4,"2013-08-03","13:5:33.395",21,1,2,6,4.701283,"SA",4,FALSE
"832","1617","label",4,"2013-08-03","13:5:38.113",22,1,2,7,3.669871,"SA",4,FALSE
"833","1617","label",4,"2013-08-03","13:5:41.817",23,2,3,30,4.020435,"SA",4,FALSE
"834","1617","label",4,"2013-08-03","13:5:45.863",24,3,3,45,3.086039,"SA",4,TRUE
"835","1617","label",4,"2013-08-03","13:5:48.988",25,4,4,69,5.736661,"SA",4,TRUE
"836","1617","label",4,"2013-08-03","13:5:54.754",26,4,3,68,4.90126,"SA",4,FALSE
"837","1617","label",4,"2013-08-03","13:5:59.692",27,2,1,31,5.05076,"SA",4,FALSE
"838","1617","label",4,"2013-08-03","13:6:4.770",28,1,3,6,3.718999,"SA",4,FALSE
"839","1617","label",4,"2013-08-03","13:6:8.520",29,4,3,66,4.319661,"SA",4,FALSE
"840","1617","label",4,"2013-08-03","13:6:12.863",30,2,4,25,4.135401,"SA",4,FALSE
"841","1618","label",1,"2013-08-08","12:28:33.955",1,3,2,43,5.590624,"P",4,FALSE
"842","1618","label",1,"2013-08-08","12:28:39.612",2,1,1,2,4.101206,"P",4,TRUE
"843","1618","label",1,"2013-08-08","12:28:43.752",3,2,2,26,4.761747,"P",4,TRUE
"844","1618","label",1,"2013-08-08","12:28:48.549",4,1,2,18,3.594776,"P",4,FALSE
"845","1618","label",1,"2013-08-08","12:28:52.174",5,2,3,32,4.147101,"P",4,FALSE
"846","1618","label",1,"2013-08-08","12:28:56.362",6,4,3,63,4.087185,"P",4,FALSE
"847","1618","label",1,"2013-08-08","12:29:0.471",7,3,2,47,7.103161,"P",4,FALSE
"848","1618","label",1,"2013-08-08","12:29:7.612",8,3,3,53,2.686288,"P",4,TRUE
"849","1618","label",1,"2013-08-08","12:29:10.315",9,4,2,67,2.869949,"P",4,FALSE
"850","1618","label",1,"2013-08-08","12:29:13.221",10,1,1,14,2.55312,"P",4,TRUE
"851","1618","label",1,"2013-08-08","12:29:15.815",11,1,2,4,3.348654,"P",4,FALSE
"852","1618","label",1,"2013-08-08","12:29:19.190",12,3,2,47,2.418938,"P",4,FALSE
"853","1618","label",1,"2013-08-08","12:29:21.643",13,4,2,64,3.201972,"P",4,FALSE
"854","1618","label",1,"2013-08-08","12:29:24.877",14,2,2,28,3.618216,"P",4,TRUE
"855","1618","label",1,"2013-08-08","12:29:28.518",15,3,3,48,2.866683,"P",4,TRUE
"856","1618","label",1,"2013-08-08","12:29:31.424",16,4,4,61,2.661477,"P",4,TRUE
"857","1618","label",1,"2013-08-08","12:29:34.127",17,2,1,35,2.567684,"P",4,FALSE
"858","1618","label",1,"2013-08-08","12:29:36.721",18,2,4,27,2.634315,"P",4,FALSE
"859","1618","label",1,"2013-08-08","12:29:39.393",19,1,3,15,2.485569,"P",4,FALSE
"860","1618","label",1,"2013-08-08","12:29:41.908",20,3,3,48,3.01191,"P",4,TRUE
"861","1618","label",1,"2013-08-08","12:29:44.955",21,1,2,14,3.184958,"P",4,FALSE
"862","1618","label",1,"2013-08-08","12:29:48.174",22,4,4,71,2.551164,"P",4,TRUE
"863","1618","label",1,"2013-08-08","12:29:50.752",23,3,3,49,2.836408,"P",4,TRUE
"864","1618","label",1,"2013-08-08","12:29:53.627",24,1,3,19,3.847379,"P",4,FALSE
"865","1618","label",1,"2013-08-08","12:29:57.502",25,3,2,43,2.403337,"P",4,FALSE
"866","1618","label",1,"2013-08-08","12:29:59.940",26,2,2,37,2.435401,"P",4,TRUE
"867","1618","label",1,"2013-08-08","12:30:2.408",27,4,3,58,2.454023,"P",4,FALSE
"868","1618","label",1,"2013-08-08","12:30:4.893",28,1,1,10,3.270541,"P",4,TRUE
"869","1618","label",1,"2013-08-08","12:30:8.205",29,4,2,57,2.416021,"P",4,FALSE
"870","1618","label",1,"2013-08-08","12:30:10.658",30,2,1,36,2.969857,"P",4,FALSE
"871","1618","label",2,"2013-08-08","12:30:22.862",1,4,2,59,4.582447,"P",4,FALSE
"872","1618","label",2,"2013-08-08","12:30:27.502",2,1,1,19,3.721089,"P",4,TRUE
"873","1618","label",2,"2013-08-08","12:30:31.268",3,2,2,22,3.427892,"P",4,TRUE
"874","1618","label",2,"2013-08-08","12:30:34.737",4,4,2,62,5.311568,"P",4,FALSE
"875","1618","label",2,"2013-08-08","12:30:40.080",5,2,3,32,2.479951,"P",4,FALSE
"876","1618","label",2,"2013-08-08","12:30:42.580",6,1,4,10,2.636578,"P",4,FALSE
"877","1618","label",2,"2013-08-08","12:30:45.268",7,3,4,53,2.409515,"P",4,FALSE
"878","1618","label",2,"2013-08-08","12:30:47.705",8,2,3,30,2.401673,"P",4,FALSE
"879","1618","label",2,"2013-08-08","12:30:50.143",9,4,3,60,3.170412,"P",4,FALSE
"880","1618","label",2,"2013-08-08","12:30:53.330",10,1,2,15,3.219753,"P",4,FALSE
"881","1618","label",2,"2013-08-08","12:30:56.596",11,3,1,42,2.518528,"P",4,FALSE
"882","1618","label",2,"2013-08-08","12:30:59.143",12,1,2,13,2.286877,"P",4,FALSE
"883","1618","label",2,"2013-08-08","12:31:1.455",13,2,2,33,2.653122,"P",4,TRUE
"884","1618","label",2,"2013-08-08","12:31:4.143",14,3,3,44,2.736935,"P",4,TRUE
"885","1618","label",2,"2013-08-08","12:31:6.908",15,3,3,42,4.103499,"P",4,TRUE
"886","1618","label",2,"2013-08-08","12:31:11.033",16,4,2,59,2.8866,"P",4,FALSE
"887","1618","label",2,"2013-08-08","12:31:13.955",17,3,4,43,2.635454,"P",4,FALSE
"888","1618","label",2,"2013-08-08","12:31:16.627",18,4,4,60,2.436067,"P",4,TRUE
"889","1618","label",2,"2013-08-08","12:31:19.080",19,2,2,39,3.153311,"P",4,TRUE
"890","1618","label",2,"2013-08-08","12:31:22.268",20,1,3,1,2.36983,"P",4,FALSE
"891","1618","label",2,"2013-08-08","12:31:24.674",21,3,3,56,2.919487,"P",4,TRUE
"892","1618","label",2,"2013-08-08","12:31:27.627",22,2,1,21,2.953965,"P",4,FALSE
"893","1618","label",2,"2013-08-08","12:31:30.612",23,3,1,55,2.618951,"P",4,FALSE
"894","1618","label",2,"2013-08-08","12:31:33.283",24,4,2,61,2.319687,"P",4,FALSE
"895","1618","label",2,"2013-08-08","12:31:35.643",25,3,2,48,2.280573,"P",4,FALSE
"896","1618","label",2,"2013-08-08","12:31:37.955",26,2,2,37,2.868782,"P",4,TRUE
"897","1618","label",2,"2013-08-08","12:31:40.846",27,2,2,38,2.837004,"P",4,TRUE
"898","1618","label",2,"2013-08-08","12:31:43.721",28,4,3,59,2.652862,"P",4,FALSE
"899","1618","label",2,"2013-08-08","12:31:46.408",29,1,3,14,2.569114,"P",4,FALSE
"900","1618","label",2,"2013-08-08","12:31:49.002",30,1,3,19,2.353734,"P",4,FALSE
"901","1618","label",3,"2013-08-08","12:32:0.440",1,1,4,13,3.740001,"P",4,FALSE
"902","1618","label",3,"2013-08-08","12:32:4.237",2,4,4,69,2.451176,"P",4,TRUE
"903","1618","label",3,"2013-08-08","12:32:6.737",3,1,3,18,2.42301,"P",4,FALSE
"904","1618","label",3,"2013-08-08","12:32:9.205",4,1,2,8,2.408319,"P",4,FALSE
"905","1618","label",3,"2013-08-08","12:32:11.643",5,4,2,58,2.458613,"P",4,FALSE
"906","1618","label",3,"2013-08-08","12:32:14.143",6,2,1,22,5.251201,"P",4,FALSE
"907","1618","label",3,"2013-08-08","12:32:19.424",7,1,2,7,3.35919,"P",4,FALSE
"908","1618","label",3,"2013-08-08","12:32:22.815",8,3,4,54,2.468822,"P",4,FALSE
"909","1618","label",3,"2013-08-08","12:32:25.315",9,2,3,25,3.470031,"P",4,FALSE
"910","1618","label",3,"2013-08-08","12:32:28.815",10,4,3,68,2.486663,"P",4,FALSE
"911","1618","label",3,"2013-08-08","12:32:31.330",11,1,2,14,2.235925,"P",4,FALSE
"912","1618","label",3,"2013-08-08","12:32:33.596",12,4,2,57,2.520248,"P",4,FALSE
"913","1618","label",3,"2013-08-08","12:32:36.158",13,3,4,53,2.487222,"P",4,FALSE
"914","1618","label",3,"2013-08-08","12:32:38.690",14,4,4,70,2.451146,"P",4,TRUE
"915","1618","label",3,"2013-08-08","12:32:41.174",15,2,3,30,3.686769,"P",4,FALSE
"916","1618","label",3,"2013-08-08","12:32:44.893",16,1,3,17,2.453404,"P",4,FALSE
"917","1618","label",3,"2013-08-08","12:32:47.377",17,2,2,23,2.801832,"P",4,TRUE
"918","1618","label",3,"2013-08-08","12:32:50.205",18,1,2,15,2.436347,"P",4,FALSE
"919","1618","label",3,"2013-08-08","12:32:52.674",19,3,3,55,2.586369,"P",4,TRUE
"920","1618","label",3,"2013-08-08","12:32:55.283",20,3,4,53,3.120002,"P",4,FALSE
"921","1618","label",3,"2013-08-08","12:32:58.440",21,3,2,43,2.518323,"P",4,FALSE
"922","1618","label",3,"2013-08-08","12:33:0.987",22,3,2,42,2.485235,"P",4,FALSE
"923","1618","label",3,"2013-08-08","12:33:3.502",23,1,3,11,2.783599,"P",4,FALSE
"924","1618","label",3,"2013-08-08","12:33:6.315",24,3,2,47,2.569516,"P",4,FALSE
"925","1618","label",3,"2013-08-08","12:33:8.924",25,3,4,49,2.433146,"P",4,FALSE
"926","1618","label",3,"2013-08-08","12:33:11.393",26,2,1,39,3.335664,"P",4,FALSE
"927","1618","label",3,"2013-08-08","12:33:14.752",27,2,2,31,2.987447,"P",4,TRUE
"928","1618","label",3,"2013-08-08","12:33:17.768",28,2,2,38,2.936515,"P",4,TRUE
"929","1618","label",3,"2013-08-08","12:33:20.737",29,4,3,64,2.519171,"P",4,FALSE
"930","1618","label",3,"2013-08-08","12:33:23.283",30,4,3,63,2.320148,"P",4,FALSE
"931","1618","label",4,"2013-08-08","12:33:35.674",1,4,3,71,3.938474,"P",4,FALSE
"932","1618","label",4,"2013-08-08","12:33:39.674",2,3,3,52,3.550027,"P",4,TRUE
"933","1618","label",4,"2013-08-08","12:33:43.268",3,1,1,12,3.095699,"P",4,TRUE
"934","1618","label",4,"2013-08-08","12:33:46.393",4,4,2,64,3.456838,"P",4,FALSE
"935","1618","label",4,"2013-08-08","12:33:49.893",5,3,4,51,2.581788,"P",4,FALSE
"936","1618","label",4,"2013-08-08","12:33:52.502",6,2,2,21,2.385051,"P",4,TRUE
"937","1618","label",4,"2013-08-08","12:33:54.924",7,4,2,68,2.982337,"P",4,FALSE
"938","1618","label",4,"2013-08-08","12:33:57.940",8,4,3,70,2.652422,"P",4,FALSE
"939","1618","label",4,"2013-08-08","12:34:0.627",9,2,3,22,5.569029,"P",4,FALSE
"940","1618","label",4,"2013-08-08","12:34:6.221",10,1,2,17,5.03227,"P",4,FALSE
"941","1618","label",4,"2013-08-08","12:34:11.283",11,2,1,35,2.819509,"P",4,FALSE
"942","1618","label",4,"2013-08-08","12:34:14.143",12,2,3,39,2.452547,"P",4,FALSE
"943","1618","label",4,"2013-08-08","12:34:16.627",13,3,3,43,2.452853,"P",4,TRUE
"944","1618","label",4,"2013-08-08","12:34:19.096",14,3,1,55,3.353364,"P",4,FALSE
"945","1618","label",4,"2013-08-08","12:34:22.487",15,4,4,66,5.41585,"P",4,TRUE
"946","1618","label",4,"2013-08-08","12:34:27.940",16,1,2,3,3.846685,"P",4,FALSE
"947","1618","label",4,"2013-08-08","12:34:31.830",17,4,3,60,2.816646,"P",4,FALSE
"948","1618","label",4,"2013-08-08","12:34:34.674",18,2,2,35,3.201588,"P",4,TRUE
"949","1618","label",4,"2013-08-08","12:34:37.908",19,1,1,17,3.418484,"P",4,TRUE
"950","1618","label",4,"2013-08-08","12:34:41.362",20,3,3,41,3.665384,"P",4,TRUE
"951","1618","label",4,"2013-08-08","12:34:45.049",21,4,2,64,3.451497,"P",4,FALSE
"952","1618","label",4,"2013-08-08","12:34:48.533",22,1,2,5,3.050456,"P",4,FALSE
"953","1618","label",4,"2013-08-08","12:34:51.612",23,2,2,38,2.60369,"P",4,TRUE
"954","1618","label",4,"2013-08-08","12:34:54.252",24,1,3,8,3.470502,"P",4,FALSE
"955","1618","label",4,"2013-08-08","12:34:57.752",25,1,4,18,2.619778,"P",4,FALSE
"956","1618","label",4,"2013-08-08","12:35:0.408",26,1,3,5,3.103665,"P",4,FALSE
"957","1618","label",4,"2013-08-08","12:35:3.533",27,4,2,70,2.486554,"P",4,FALSE
"958","1618","label",4,"2013-08-08","12:35:6.049",28,2,2,24,2.849796,"P",4,TRUE
"959","1618","label",4,"2013-08-08","12:35:8.940",29,3,3,52,2.666455,"P",4,TRUE
"960","1618","label",4,"2013-08-08","12:35:11.643",30,2,2,21,3.27796,"P",4,TRUE
"961","1619","label",1,"2013-08-08","10:38:46.411",1,4,2,62,4.884012,"P",4,FALSE
"962","1619","label",1,"2013-08-08","10:38:51.365",2,3,3,51,3.470955,"P",4,TRUE
"963","1619","label",1,"2013-08-08","10:38:54.865",3,2,1,24,4.04545,"P",4,FALSE
"964","1619","label",1,"2013-08-08","10:38:58.943",4,2,2,27,3.878416,"P",4,TRUE
"965","1619","label",1,"2013-08-08","10:39:2.865",5,1,1,4,3.666203,"P",4,TRUE
"966","1619","label",1,"2013-08-08","10:39:6.552",6,4,2,59,4.136441,"P",4,FALSE
"967","1619","label",1,"2013-08-08","10:39:10.724",7,4,3,62,3.851859,"P",4,FALSE
"968","1619","label",1,"2013-08-08","10:39:14.615",8,2,4,37,7.154191,"P",4,FALSE
"969","1619","label",1,"2013-08-08","10:39:21.786",9,2,3,29,4.518947,"P",4,FALSE
"970","1619","label",1,"2013-08-08","10:39:26.333",10,1,3,9,2.586926,"P",4,FALSE
"971","1619","label",1,"2013-08-08","10:39:28.958",11,3,1,43,2.568484,"P",4,FALSE
"972","1619","label",1,"2013-08-08","10:39:31.568",12,4,4,71,2.349079,"P",4,TRUE
"973","1619","label",1,"2013-08-08","10:39:33.943",13,1,2,8,3.203419,"P",4,FALSE
"974","1619","label",1,"2013-08-08","10:39:37.177",14,2,4,37,2.41874,"P",4,FALSE
"975","1619","label",1,"2013-08-08","10:39:39.630",15,4,2,65,2.486608,"P",4,FALSE
"976","1619","label",1,"2013-08-08","10:39:42.146",16,4,1,62,3.102998,"P",4,FALSE
"977","1619","label",1,"2013-08-08","10:39:45.271",17,2,4,36,2.386639,"P",4,FALSE
"978","1619","label",1,"2013-08-08","10:39:47.693",18,4,2,69,2.249014,"P",4,FALSE
"979","1619","label",1,"2013-08-08","10:39:49.974",19,1,1,10,2.350171,"P",4,TRUE
"980","1619","label",1,"2013-08-08","10:39:52.365",20,1,3,17,2.367022,"P",4,FALSE
"981","1619","label",1,"2013-08-08","10:39:54.755",21,3,4,55,2.698073,"P",4,FALSE
"982","1619","label",1,"2013-08-08","10:39:57.490",22,3,2,46,2.665293,"P",4,FALSE
"983","1619","label",1,"2013-08-08","10:40:0.193",23,1,3,7,4.300753,"P",4,FALSE
"984","1619","label",1,"2013-08-08","10:40:4.521",24,1,1,13,3.352398,"P",4,TRUE
"985","1619","label",1,"2013-08-08","10:40:7.911",25,3,3,55,2.750398,"P",4,TRUE
"986","1619","label",1,"2013-08-08","10:40:10.693",26,3,2,51,2.419859,"P",4,FALSE
"987","1619","label",1,"2013-08-08","10:40:13.146",27,3,4,45,2.334593,"P",4,FALSE
"988","1619","label",1,"2013-08-08","10:40:15.505",28,4,4,68,2.751098,"P",4,TRUE
"989","1619","label",1,"2013-08-08","10:40:18.286",29,3,3,56,2.954148,"P",4,TRUE
"990","1619","label",1,"2013-08-08","10:40:21.271",30,1,2,11,2.686447,"P",4,FALSE
"991","1619","label",2,"2013-08-08","10:40:32.755",1,1,2,7,3.527134,"P",4,FALSE
"992","1619","label",2,"2013-08-08","10:40:36.333",2,2,3,29,2.637917,"P",4,FALSE
"993","1619","label",2,"2013-08-08","10:40:39.021",3,2,3,33,2.411902,"P",4,FALSE
"994","1619","label",2,"2013-08-08","10:40:41.458",4,2,4,38,2.561901,"P",4,FALSE
"995","1619","label",2,"2013-08-08","10:40:44.083",5,4,1,59,2.217853,"P",4,FALSE
"996","1619","label",2,"2013-08-08","10:40:46.333",6,1,3,15,2.282129,"P",4,FALSE
"997","1619","label",2,"2013-08-08","10:40:48.646",7,2,2,31,2.231607,"P",4,TRUE
"998","1619","label",2,"2013-08-08","10:40:50.911",8,2,1,28,2.930874,"P",4,FALSE
"999","1619","label",2,"2013-08-08","10:40:53.880",9,4,3,70,3.031857,"P",4,FALSE
"1000","1619","label",2,"2013-08-08","10:40:56.943",10,1,1,8,2.670008,"P",4,TRUE
"1001","1619","label",2,"2013-08-08","10:40:59.646",11,3,2,43,2.815732,"P",4,FALSE
"1002","1619","label",2,"2013-08-08","10:41:2.490",12,3,3,51,2.386681,"P",4,TRUE
"1003","1619","label",2,"2013-08-08","10:41:4.911",13,1,2,13,2.836259,"P",4,FALSE
"1004","1619","label",2,"2013-08-08","10:41:7.771",14,2,2,27,2.703597,"P",4,TRUE
"1005","1619","label",2,"2013-08-08","10:41:10.505",15,4,4,69,3.116505,"P",4,TRUE
"1006","1619","label",2,"2013-08-08","10:41:13.661",16,1,3,20,2.869839,"P",4,FALSE
"1007","1619","label",2,"2013-08-08","10:41:16.552",17,4,4,71,3.08431,"P",4,TRUE
"1008","1619","label",2,"2013-08-08","10:41:19.677",18,3,1,42,2.310024,"P",4,FALSE
"1009","1619","label",2,"2013-08-08","10:41:22.021",19,2,2,25,2.236316,"P",4,TRUE
"1010","1619","label",2,"2013-08-08","10:41:24.286",20,4,1,57,2.23663,"P",4,FALSE
"1011","1619","label",2,"2013-08-08","10:41:26.552",21,1,3,13,3.469147,"P",4,FALSE
"1012","1619","label",2,"2013-08-08","10:41:30.068",22,4,2,59,2.228717,"P",4,FALSE
"1013","1619","label",2,"2013-08-08","10:41:32.318",23,3,2,46,4.053368,"P",4,FALSE
"1014","1619","label",2,"2013-08-08","10:41:36.411",24,3,4,55,2.670018,"P",4,FALSE
"1015","1619","label",2,"2013-08-08","10:41:39.115",25,4,3,65,2.953133,"P",4,FALSE
"1016","1619","label",2,"2013-08-08","10:41:42.083",26,3,1,45,2.653479,"P",4,FALSE
"1017","1619","label",2,"2013-08-08","10:41:44.786",27,4,2,59,2.41431,"P",4,FALSE
"1018","1619","label",2,"2013-08-08","10:41:47.224",28,1,2,9,2.55302,"P",4,FALSE
"1019","1619","label",2,"2013-08-08","10:41:49.802",29,1,4,20,2.286305,"P",4,FALSE
"1020","1619","label",2,"2013-08-08","10:41:52.130",30,2,1,23,2.235587,"P",4,FALSE
"1021","1619","label",3,"2013-08-08","10:42:15.927",1,2,1,32,2.556427,"P",4,FALSE
"1022","1619","label",3,"2013-08-08","10:42:18.536",2,4,3,69,3.016118,"P",4,FALSE
"1023","1619","label",3,"2013-08-08","10:42:21.599",3,2,2,21,3.177699,"P",4,TRUE
"1024","1619","label",3,"2013-08-08","10:42:24.818",4,3,4,55,3.961915,"P",4,FALSE
"1025","1619","label",3,"2013-08-08","10:42:28.818",5,2,2,29,2.732898,"P",4,TRUE
