,regimen,day,mean,cilower,ciupper
0,AP,1.0,0.68917026429711,0.6456974684056122,0.7326413770411577
1,AP,1.125,0.7002646866735748,0.6604592702362904,0.7407195197442701
2,AP,1.25,0.7111317010226338,0.6742418871310697,0.7485474975314375
3,AP,1.375,0.721760104972735,0.6875551645758903,0.7561193575697569
4,AP,1.5,0.7321400722769209,0.7004280115311045,0.7639850199927943
5,AP,1.625,0.7422631707282049,0.7126583624634066,0.7718831330943443
6,AP,1.75,0.7521223609811382,0.724679625757504,0.7797972086845049
7,AP,1.875,0.7617119775455446,0.7360037477418875,0.7873128640821508
8,AP,2.0,0.7710276936189207,0.7466476504512286,0.7951867864156577
9,AP,2.125,0.7800664717237602,0.7570387060612054,0.8027936125183144
10,AP,2.25,0.7888265023113781,0.766298771866003,0.8109316907417656
11,AP,2.375,0.7973071325876399,0.7754329619803161,0.8190178268123472
12,AP,2.5,0.8055087878172422,0.7840897802418563,0.827097925241429
13,AP,2.625,0.8134328872850123,0.7924222167896191,0.8349231213505429
14,AP,2.75,0.8210817569513021,0.7996059447135191,0.8426663191567241
15,AP,2.875,0.8284585406496972,0.8067669197213462,0.8502583294337511
16,AP,3.0,0.8355671114561273,0.8136362236462614,0.8576277833644074
17,AP,3.125,0.8424119846229592,0.8202070425307382,0.8650125021746291
18,AP,3.25,0.8489982332326802,0.8266162254601864,0.8718045615084109
19,AP,3.375,0.8553314074933444,0.8324055109678238,0.8783857800240472
20,AP,3.5,0.8614174583797782,0.8378955836943927,0.8849755940515139
21,AP,3.625,0.8672626661255213,0.8429040874938291,0.891175657995743
22,AP,3.75,0.8728735738941852,0.8481600657789266,0.8973398670463346
23,AP,3.875,0.8782569268064018,0.8531022352054654,0.9032983228503805
24,AP,4.0,0.883419616370261,0.8580283319409702,0.9086549176285054
25,LA,1.0,0.6193255245824186,0.575565400416387,0.6631554078098628
26,LA,1.125,0.6237395832502938,0.582712471024008,0.6650427474421939
27,LA,1.25,0.6281309728676135,0.58879615229954,0.6674101633434802
28,LA,1.375,0.6324980503465742,0.5954945448520916,0.6692800382835195
29,LA,1.5,0.6368392134821056,0.6020977297559954,0.6716951755457514
30,LA,1.625,0.6411529045358667,0.6083164779265255,0.6741579984661997
31,LA,1.75,0.6454376135855756,0.6144616292158033,0.6768356154756955
32,LA,1.875,0.6496918816199041,0.6200115277619634,0.6791718913219068
33,LA,2.0,0.6539143033621473,0.6254255595622791,0.6811317988508621
34,LA,2.125,0.658103529809017,0.6307961891156433,0.6847331626761931
35,LA,2.25,0.6622582704741251,0.6359258930652432,0.6882812986382763
36,LA,2.375,0.6663772953290927,0.6405220721410283,0.6920417774264142
37,LA,2.5,0.6704594364383866,0.6447282393011324,0.6956915659250849
38,LA,2.625,0.674503589287323,0.6488423894679636,0.7001308191881371
39,LA,2.75,0.678508713805599,0.6524024951984482,0.7045925366487673
40,LA,2.875,0.6824738350916617,0.6556619374672332,0.7089370105388468
41,LA,3.0,0.6863980438458158,0.6590952532284214,0.7137269096843055
42,LA,3.125,0.6902804965223982,0.6618667895128924,0.7185083551456379
43,LA,3.25,0.694120415213357,0.6643047628835766,0.7237193308288684
44,LA,3.375,0.6979170872774166,0.666675136748628,0.729215645365539
45,LA,3.5,0.7016698647304299,0.6690742329602024,0.734595579544586
46,LA,3.625,0.705378163413721,0.6711151785422131,0.7401302867620655
47,LA,3.75,0.7090414619580123,0.6730468013687834,0.7454371748639264
48,LA,3.875,0.7126593005611861,0.6747990042964594,0.7504988573748717
49,LA,4.0,0.7162312795983222,0.6767833834570102,0.7556597800120932
50,P,1.0,0.6421722685133341,0.5917668457357383,0.6932972526476078
51,P,1.125,0.645371596641192,0.5973755883950107,0.6941609094578037
52,P,1.25,0.6485516703190863,0.6023085659492184,0.6953438408134336
53,P,1.375,0.6517114226750845,0.6071373025847128,0.6964673781137068
54,P,1.5,0.6548498184360462,0.6119429980753073,0.697803008155891
55,P,1.625,0.6579658562195184,0.616784568489662,0.6994966852276636
56,P,1.75,0.6610585706351139,0.6213525158812614,0.7009484287247297
57,P,1.875,0.6641270341829739,0.6255576376501816,0.7030910685925388
58,P,2.0,0.6671703589394671,0.6296234810234683,0.7049610287328671
59,P,2.125,0.6701876980231547,0.6340462256803076,0.7073454138593168
60,P,2.25,0.6731782468367992,0.6373410420522561,0.7097318508626104
61,P,2.375,0.676141244083925,0.64078362034497,0.7123804725251364
62,P,2.5,0.6790759725610587,0.6436035488773794,0.7150241487056557
63,P,2.625,0.6819817597292112,0.6462807755915796,0.7175639765958012
64,P,2.75,0.6848579780704181,0.6492127800645588,0.7206689605246874
65,P,2.875,0.6877040452371643,0.6516297566763318,0.7240571635561164
66,P,3.0,0.6905194240041944,0.6537561883322389,0.7276030443590734
67,P,3.125,0.6933036220337717,0.6554453385668637,0.7311653586015638
68,P,3.25,0.6960561914665359,0.6571025589899397,0.7351397145965022
69,P,3.375,0.6987767283510773,0.6584764664358432,0.7391910762021441
70,P,3.5,0.7014648719258983,0.6593440786627698,0.7436111860053761
71,P,3.625,0.7041203037679641,0.6604341846317419,0.7474001126231444
72,P,3.75,0.7067427468219533,0.6613964617905141,0.7511077417976769
73,P,3.875,0.7093319643245317,0.662393827798681,0.7546396756276423
74,P,4.0,0.7118877586375087,0.6636926554972497,0.7587887097553284
75,SA,1.0,0.6547736341086531,0.6117476515569069,0.698873283094528
76,SA,1.125,0.6577520395595894,0.6168792965296038,0.6995711412152925
77,SA,1.25,0.6607108658368482,0.6220596116816691,0.700111787624121
